front ;back
A geopolítica do Atlântico Sul é importante para o Brasil devido ao fornecimento de petróleo e comércio exterior, especialmente pela rota do Cabo da Boa Esperança.;Certo
Mais de 90% dos bens brasileiros são transportados por mar, sem destaque para o Cabo da Boa Esperança.;Errado – Mais de 90% dos bens brasileiros são transportados por mar, especialmente pela rota do Cabo da Boa Esperança.
O Brasil fortaleceu suas relações com a China durante o governo Figueiredo, incluindo uma visita oficial.;Certo
Durante os anos 1980, o Brasil teve o maior saldo comercial do mundo.;Errado – O Brasil teve o terceiro maior saldo comercial do mundo na década de 1980.
O Brasil apoiou a ALADI (Associação Latino-Americana de Integração), substituindo a ALALC com o Tratado de Montevidéu (1980), promovendo maior flexibilidade e acordos bilaterais e sub-regionais.;Certo
O Tratado de Montevidéu (1980) foi a base jurídica fundamental para a criação do Mercosul.;Certo
A abordagem monetarista prevaleceu nas negociações da dívida externa brasileira, com críticas ao sistema financeiro internacional.;Certo
O Brasil foi contra as ações no Consenso de Cartagena (1984) para resolver a crise da dívida externa.;Errado – O Brasil participou da ação concertada no Consenso de Cartagena (1984) para resolver a questão da dívida externa.
Durante os governos militares, o foco da política externa foi no desenvolvimento econômico e na construção do status de potência média.;Certo
A diplomacia brasileira durante o regime militar teve como foco a aproximação com a América Latina, Oriente Médio e Ásia, além de maior autonomia nas negociações internacionais.;Certo
Durante a década de 1980, o modelo de industrialização por substituição de importações enfrentou uma crise caracterizada por protecionismo, baixa produtividade e estagnação econômica.;Certo
Nos anos 1990, os governos neoliberais começaram a desconstruir o modelo de desenvolvimento da década de 1980, com ênfase no Consenso de Washington.;Certo
A transição para a Nova República foi marcada pela eleição de José Sarney em 1985, após a morte de Tancredo Neves.;Errado – Tancredo Neves foi eleito, mas morreu antes de assumir. Sarney assumiu a presidência.
"O chanceler Olavo Setúbal iniciou o governo Sarney com a ""diplomacia para resultados"", buscando aproximação com os EUA e rompimento com o universalismo da era militar.";Certo
A redemocratização conferiu ao Brasil “legitimidade e autoridade moral”, facilitando o diálogo com democracias ocidentais.;Certo
Os objetivos do governo Sarney incluíam estabelecer uma ordem internacional mais justa, fortalecer as relações com países latino-americanos e africanos, e intensificar a cooperação com nações asiáticas e socialistas.;Certo
O chanceler Abreu Sodré, ao substituir Setúbal, adotou uma visão de diversificação das relações externas, aproximando-se da Argentina, União Soviética, Europa e países afroasiáticos.;Certo
O Brasil se afastou de seus aliados norte-americanos devido à moratória da dívida externa (1987) e à assinatura de acordos com o FMI.;Certo
Durante as negociações da Rodada Uruguai do GATT, o Brasil apoiou a liberalização do comércio de produtos primários.;Errado – O Brasil opôs-se à liberalização do comércio de produtos primários.
Em 1988, o Brasil voltou ao Conselho de Segurança da ONU após 20 anos, promovendo a “autonomia pela participação” e criticando temas como direitos humanos e meio ambiente.;Certo
Sarney fez uma visita à URSS em 1988, mas não assinou acordos comerciais ou de cooperação científica.;Errado – Sarney visitou a URSS em 1988 e assinou acordos comerciais e de cooperação científica.
A diversificação das relações externas do Brasil na década de 1980 teve foco principalmente nas economias desenvolvidas do Ocidente.;Errado – O foco foi fortalecer a cooperação com países do Sul Global e aproximar-se de economias emergentes e da ex-URSS.
Durante o governo Collor, a política externa brasileira foi influenciada pelo Consenso de Washington e pela Iniciativa para as Américas.;Certo
A criação da Área de Livre-Comércio das Américas (ALCA) foi bem-sucedida durante o governo Collor.;Errado – A ALCA não se concretizou durante o governo Collor.
"O governo Collor adotou uma política de ""autonomia pela participação"", com foco em direitos humanos, meio ambiente e não proliferação.";Certo
A queda do Muro de Berlim e a ascensão do neoliberalismo não influenciaram a política externa brasileira no governo Collor.;Errado – A política externa brasileira foi influenciada por essas novas dinâmicas globais.
Durante os anos 1990, a política externa brasileira seguiu um único paradigma sem coexistência de diferentes abordagens.;Errado – Coexistiram diferentes paradigmas na política externa brasileira durante os anos 1990.
O paradigma do Estado Desenvolvimentista ainda foi o principal guia da política externa brasileira durante o governo Collor.;Errado – O paradigma desenvolvimentista não desapareceu, mas deixou de ser a principal orientação.
O paradigma do Estado Normal enfatizava a submissão às coerções do centro hegemônico do capitalismo e a transferência de renda ao exterior.;Certo
O Estado Logístico, um dos paradigmas da política externa nos anos 1990, buscava promover uma inserção madura do Brasil no mundo globalizado.;Certo
"O Brasil, durante o governo Collor, buscou se inserir no ""primeiro mundo"" sem abandonar sua relação com o mundo em desenvolvimento.";Certo
O Brasil foi completamente isolado do mundo em desenvolvimento durante o governo Collor.;"Errado – O Brasil buscou inserir-se no ""primeiro mundo"" sem relegar o mundo em desenvolvimento."
A Rodada Uruguai do GATT e a criação do Mercosul ocorreram sem a presença do paradigma desenvolvimentista.;Errado – O paradigma desenvolvimentista esteve presente nessas negociações.
"ernando Collor destacou ""indicadores de uma nova era"", incluindo a distensão entre blocos bipolares de poder, queda do muro de Berlim e desmantelamento do apartheid.";Certo
O Brasil, durante o governo Collor, não precisava de uma participação mais ativa nas grandes conferências internacionais.;Errado – Collor afirmou que o Brasil precisava de uma participação mais ativa.
Durante o governo Collor, a integração na América Latina não foi priorizada.;Errado – A integração na América Latina foi uma prioridade, mas sem perder a dimensão universalista da política externa.
Durante a década de 1990, os blocos econômicos, como o Mercosul, não foram fortalecidos.;Errado – Houve fortalecimento de blocos econômicos, como o Mercosul.
O Tratado de Assunção (1991) e o Acordo 4+1 com os EUA não foram assinados durante o governo Collor.;Errado – O Tratado de Assunção (1991) e o Acordo 4+1 com os EUA foram assinados durante o governo Collor.
O Brasil não teve convergência com os EUA em várias questões internacionais durante o governo Collor.;Errado – O Brasil teve convergência com os EUA em várias questões internacionais, como a condenação à invasão do Kuwait.
A ECO-92 foi realizada durante o governo Collor, com destaque para a Declaração do Rio, Agenda 21 e convenções sobre clima e biodiversidade.;Certo
"O Brasil não lançou a ""Agenda para o Desenvolvimento"" durante o governo Collor.";"Errado – O Brasil lançou a ""Agenda para o Desenvolvimento"" durante o governo Collor."
Durante o governo Collor, o Brasil e a Argentina firmaram o Acordo de Guadalajara (1991) para uso pacífico da energia nuclear.;Certo
O Tratado de Assunção (1991) e a criação do Mercosul não marcaram progresso na integração regional durante o governo Collor.;Errado – O Tratado de Assunção e o Mercosul marcaram progresso na integração regional.
A Iniciativa Amazônica e a proposta de Área de Livre-Comércio Sul-Americana (ALCSA) em oposição à ALCA ocorreram no governo Itamar Franco, e não no governo Collor.;Errado – Essas propostas ocorreram durante o governo Collor.
A Zopacas (Zona de Paz e Cooperação do Atlântico Sul) foi uma importante iniciativa de desarmamento e cooperação durante o governo Collor.;Certo
O Brasil assinou a Convenção para a Proibição das Armas Químicas (CPAQ) e participou da II Conferência Mundial sobre Direitos Humanos (1993) durante o governo Collor.;Certo
O Brasil aderiu às negociações multilaterais sobre comércio de serviços e propriedade intelectual durante o governo FHC.;Certo
O Brasil não foi membro fundador da OMC.;Errado – O Brasil foi membro fundador da OMC.
O trinômio da agenda internacional do Brasil, proposto por Celso Amorim, inclui democracia, desenvolvimento e desarmamento.;Certo
A agenda internacional do Brasil no governo FHC não abrange meio ambiente, segurança internacional e direitos humanos.;Errado – A agenda abrange também meio ambiente, segurança internacional e direitos humanos.
Durante o governo FHC, o foco da política externa foi na estabilidade econômica e integração sul-americana, com ênfase no Mercosul.;Certo
No segundo mandato de FHC, o Brasil se afastou dos regimes internacionais e das relações com o Sul.;Errado – No segundo mandato, FHC teve uma intensa relação com o Sul e adotou as regras e regimes internacionais.
"FHC não fez denúncias sobre a ausência do tema ""desenvolvimento"" nos fóruns multilaterais.";"Errado – FHC denunciou a ausência do tema ""desenvolvimento"" nos fóruns multilaterais."
